split,label,model_guess,confidence,line,source_file,line_no
eval,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN819,saidvandeklundert_snmpv3_junos172.set,621
train,,unclear,0.99,spanning-tree port type normal,batfish_cisco_interface.txt,233
train,,unclear,0.99,"edit ""Cloudflare-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,4613
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN863,saidvandeklundert_snmpv3_junos172.set,582
train,,unclear,0.99,config system snmp community,user_contrib_fg100e_fos7213.conf,14998
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN900,saidvandeklundert_snmpv3_junos172.set,558
train,,unclear,0.99,ip address 10.16.11.1 255.255.255.0,racc_csr1000v_iosxe169_bgp_ospf.txt,180
train,,unclear,0.99,class type network-qos class-default,busterswt_spine_leaf_xk32_1_nxos9312.txt,12
eval,,unclear,0.99,"address ""10.255.1.1/32""",kitchen_sink.conf,31
train,,unclear,0.99,set groups POC_Lab interfaces vme unit 0 family inet address 172.25.90.183/24,ksator_labmgmt_qfx5100_junos173.set,27
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching interface-mode trunk,saidvandeklundert_snmpv3_junos172.set,321
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN812,saidvandeklundert_snmpv3_junos172.set,792
train,,unclear,0.99,snmp-server community-map dummycommunity context ospf1,batfish_cisco_snmp.txt,20
eval,,unclear,0.99,set routing-instances INTERNET interface xe-0/0/6:2.30,ksator_labmgmt_qfx10k2_junos173.set,348
eval,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN866,saidvandeklundert_snmpv3_junos172.set,313
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN820,saidvandeklundert_snmpv3_junos172.set,177
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN847,saidvandeklundert_snmpv3_junos172.set,374
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN849,saidvandeklundert_snmpv3_junos172.set,553
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN828,saidvandeklundert_snmpv3_junos172.set,806
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN713,saidvandeklundert_snmpv3_junos172.set,696
train,,unclear,0.99,"set device-group sample_devicegroup reports ""Host-visit malicious sites plus"" query ""(category eq command-and-control) or (category eq hacking) or (category eq malware) or (category eq phishing) or (category eq grayware)""",iron_skillet_panorama_full.conf,783
train,,unclear,0.99,set policy-options policy-statement PROD-EXT term 999 then reject,jnprautomate_mnha_vsrx_a_junos.set,515
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN843,saidvandeklundert_snmpv3_junos172.set,813
train,,unclear,0.99,no snmp-server community private,04-snmpv3.txt,6
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN891,saidvandeklundert_snmpv3_junos172.set,304
train,,unclear,0.99,set tag-type '',user_contrib_fg100e_fos7213.conf,22887
eval,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN801,saidvandeklundert_snmpv3_junos172.set,433
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN851,saidvandeklundert_snmpv3_junos172.set,554
train,,unclear,0.99,set interfaces lo0 unit 100 family inet6 address fd20:2222::2100/128,ksator_labmgmt_qfx10k2_junos173.set,142
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN912,saidvandeklundert_snmpv3_junos172.set,826
train,,unclear,0.99,config hosts,user_contrib_fg100e_fos7213.conf,15002
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN821,saidvandeklundert_snmpv3_junos172.set,712
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN702,saidvandeklundert_snmpv3_junos172.set,686
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN702,saidvandeklundert_snmpv3_junos172.set,241
train,,unclear,0.99,snmp-server queue-length 1000,batfish_cisco_snmp.txt,91
train,,unclear,0.99,set policy-options prefix-list DMZ-PREFIXES 192.168.97.0/24,jnprautomate_mnha_vsrx_a_junos.set,409
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN890,saidvandeklundert_snmpv3_junos172.set,317
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN831,saidvandeklundert_snmpv3_junos172.set,720
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN852,saidvandeklundert_snmpv3_junos172.set,753
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN891,saidvandeklundert_snmpv3_junos172.set,660
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN862,saidvandeklundert_snmpv3_junos172.set,756
train,,unclear,0.99,"set authentication=pap,chap,mschap1,mschap2 certificate=none default-profile=default enabled=no force-aes=no keepalive-timeout=60 max-mru=1500 max-mtu=1500 mrru=disabled pfs=no port=443 tls-version=any verify-client-certificate=no",routeros_diff_verbose_export.rsc,241
eval,,unclear,0.99,config pop3,kevinguenay_fgt_70g_branch.conf,10139
train,,unclear,0.99,"set [ find default-name=sfp-sfpplus1 ] advertise=""10M-baseT-half,10M-baseT-full\",user_contrib_crs310_ros7.rsc,72
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN852,saidvandeklundert_snmpv3_junos172.set,308
train,,unclear,0.99,"set [ find default-name=ether2 ] advertise=""10M-baseT-half,10M-baseT-full,100M-\",user_contrib_crs310_ros7.rsc,16
train,,unclear,0.99,set 6 kind=pcq name=pcq-upload-default pcq-burst-rate=0 pcq-burst-threshold=0 pcq-burst-time=10s pcq-classifier=src-address pcq-dst-address-mask=32 pcq-dst-address6-mask=128 pcq-limit=50KiB pcq-rate=0 pcq-src-address-mask=32 \,routeros_diff_verbose_export.rsc,128
train,,unclear,0.99,"add bucket-size=0.1 burst-limit=0 burst-threshold=0 burst-time=0s disabled=no limit-at=0 max-limit=0 name=""7. OTHER"" packet-mark=OTHER parent=DOWN priority=8 queue=default",routeros_diff_verbose_export.rsc,156
eval,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN862,saidvandeklundert_snmpv3_junos172.set,311
eval,,unclear,0.99,ip address virtual source-nat vrf Tenant_A_DB_Zone address 10.255.4.4,batfish_labval_dc1_leaf2a_eos4230.txt,291
train,,unclear,0.99,class-map type network-qos S2DManagement,azlocal_tor1.txt,88
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members V2021,ksator_labmgmt_qfx10k2_junos173.set,84
eval,,unclear,0.99,# The pool serves clients on ge-0/0/1.0 (a sub-interface declared above).,kitchen_sink.set,198
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN819,saidvandeklundert_snmpv3_junos172.set,176
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN842,saidvandeklundert_snmpv3_junos172.set,740
train,,unclear,0.99,"edit ""ntp.org-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,2885
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN861,saidvandeklundert_snmpv3_junos172.set,577
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN890,saidvandeklundert_snmpv3_junos172.set,673
train,,unclear,0.99,set security ike proposal IKE-PROP-CERT authentication-algorithm sha-256,jnprautomate_mnha_vsrx_a_junos.set,86
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN703,saidvandeklundert_snmpv3_junos172.set,687
train,,unclear,0.99,"set description ""Send a email notification when the connection to FortiAnalyzer is lost.""",kevinguenay_fgt_70g_branch.conf,7974
train,,unclear,0.99,"edit ""Oracle-Inbound_Email""",kevinguenay_fgt_70g_branch.conf,1688
train,,unclear,0.99,set policy-options policy-statement vni20004-EXPORT term EVPN then community add vni20004,ksator_labmgmt_qfx10k2_junos173.set,251
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN891,saidvandeklundert_snmpv3_junos172.set,215
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN740,saidvandeklundert_snmpv3_junos172.set,519
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN855,saidvandeklundert_snmpv3_junos172.set,832
train,,unclear,0.99,set deviceconfig system config-bundle-export-schedule Recommended_Config_Export enable yes,iron_skillet_panorama_full.conf,57
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN842,saidvandeklundert_snmpv3_junos172.set,295
eval,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN829,saidvandeklundert_snmpv3_junos172.set,718
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN858,saidvandeklundert_snmpv3_junos172.set,568
eval,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN713,saidvandeklundert_snmpv3_junos172.set,251
eval,,unclear,0.99,set interfaces xe-0/0/0 unit 0 family ethernet-switching vlan members V2021,ksator_labmgmt_ex4550_junos151.set,33
eval,,logging_enabled:true,0.99,logging trap warnings,05-logging.txt,5
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN841,saidvandeklundert_snmpv3_junos172.set,739
train,,unclear,0.99,"set auth=sha1,md5 cipher=blowfish128,aes128 default-profile=default enabled=no keepalive-timeout=60 mac-address=FE:7E:D8:FF:41:EC max-mtu=1500 mode=ip netmask=24 port=1194 require-client-certificate=no",routeros_diff_verbose_export.rsc,237
eval,,unclear,0.99,set interfaces xe-0/0/2 unit 0 family ethernet-switching vlan members 3006-3010,ksator_labmgmt_qfx5100_junos173.set,56
train,,unclear,0.99,# the interface name so a same-vendor round-trip recovers the iface,kitchen_sink.set,200
train,,unclear,0.99,config footer-item,kevinguenay_fgt_vm_hub.conf,12390
eval,,unclear,0.99,switchport default mode routed,karneliuk_a_eos1_eos4260.txt,10
eval,,unclear,0.99,ip address 192.168.123.2/32,batfish_nxos_hsrp_nxos2.txt,326
train,,unclear,0.99,config switch-controller lldp-profile,kevinguenay_fgt_70g_branch.conf,11954
train,,unclear,0.99,set interfaces ae102 unit 0 family ethernet-switching vlan members VLAN837,saidvandeklundert_snmpv3_junos172.set,823
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN844,saidvandeklundert_snmpv3_junos172.set,725
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN741,saidvandeklundert_snmpv3_junos172.set,253
train,,unclear,0.99,router isis VXLAN_UNDERLAY,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,207
eval,,unclear,0.99,"set template iron-skillet config shared log-settings iptag match-list IP_Tag_Log_Forwarding filter ""All Logs""",iron_skillet_panorama_full.conf,754
eval,,unclear,0.99,no hop-limit=unspecified interface=all managed-address-configuration=no \,user_contrib_crs310_ros7.rsc,615
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN866,saidvandeklundert_snmpv3_junos172.set,224
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN713,saidvandeklundert_snmpv3_junos172.set,607
train,,unclear,0.99,set interfaces xe-0/0/2 unit 0 family ethernet-switching vlan members V2030,ksator_labmgmt_qfx5100_junos173.set,57
eval,,unclear,0.99,set file-filter-profile '',user_contrib_fg100e_fos7213.conf,32430
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN820,saidvandeklundert_snmpv3_junos172.set,444
train,,unclear,0.99,ip address 10.150.0.130 255.255.0.0,batfish_iosxe_basic_vrrp.txt,72
eval,,unclear,0.99,set proto smtp pop3 imap http-get http-post ftp,user_contrib_fg100e_fos7213.conf,26853
eval,,unclear,0.99,ip address 10.0.255.30/32,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,223
train,,unclear,0.99,set interfaces ae101 unit 0 family ethernet-switching vlan members VLAN856,saidvandeklundert_snmpv3_junos172.set,744
train,,unclear,0.99,ip router isis xxxxx,batfish_cisco_interface.txt,121
train,,unclear,0.99,set interfaces em0 unit 0 family inet address 172.22.0.253/24,buraglio_netlab_junos184.set,13
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN741,saidvandeklundert_snmpv3_junos172.set,609
eval,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN702,saidvandeklundert_snmpv3_junos172.set,597
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN866,saidvandeklundert_snmpv3_junos172.set,669
train,,unclear,0.99,"edit ""wan address""",user_contrib_fg100e_fos7213.conf,22889
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN833,saidvandeklundert_snmpv3_junos172.set,563
train,,unclear,0.99,config log tacacs+accounting setting,user_contrib_fg100e_fos7213.conf,30854
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN703,saidvandeklundert_snmpv3_junos172.set,242
train,,unclear,0.99,set interfaces et-1/0/48 ether-options 802.3ad ae1,ksator_labmgmt_qfx5100_junos173.set,68
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN890,saidvandeklundert_snmpv3_junos172.set,228
train,,unclear,0.99,set interfaces xe-0/0/0 unit 0 family ethernet-switching port-mode trunk,ksator_labmgmt_ex4550_junos151.set,32
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN852,saidvandeklundert_snmpv3_junos172.set,664
eval,,unclear,0.99,set obj-type ip,user_contrib_fg100e_fos7213.conf,22885
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN862,saidvandeklundert_snmpv3_junos172.set,667
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN709,saidvandeklundert_snmpv3_junos172.set,336
eval,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN821,saidvandeklundert_snmpv3_junos172.set,267
eval,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN741,saidvandeklundert_snmpv3_junos172.set,164
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN829,saidvandeklundert_snmpv3_junos172.set,273
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN867,saidvandeklundert_snmpv3_junos172.set,403
train,,unclear,0.99,set chassis high-availability peer-id 2 peer-forwarding-ip liveness-detection multiplier 5,jnprautomate_mnha_vsrx_a_junos.set,45
train,,unclear,0.99,config ips custom,user_contrib_fg100e_fos7213.conf,34368
eval,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN826,saidvandeklundert_snmpv3_junos172.set,359
train,,unclear,0.99,set interfaces ae3 unit 0 family ethernet-switching vlan members VLAN712,saidvandeklundert_snmpv3_junos172.set,339
eval,,unclear,0.99,set type virtual-wan,kevinguenay_fgt_70g_branch.conf,422
train,,unclear,0.99,set routing-instances PROD routing-options instance-import ISP-2-DEFAULT-ROUTE,jnprautomate_mnha_vsrx_a_junos.set,594
train,,unclear,0.99,set routing-options router-id 10.255.0.1,batfish_l3vpn_pe1_junos2541.set,29
eval,,unclear,0.99,"set rulebase decryption rules ""NO-Decrypt URL Categories"" disabled yes",iron_skillet_panos_full.conf,719
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN842,saidvandeklundert_snmpv3_junos172.set,651
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN703,saidvandeklundert_snmpv3_junos172.set,598
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN698,saidvandeklundert_snmpv3_junos172.set,507
train,,unclear,0.99,set interfaces ae4 unit 0 family ethernet-switching vlan members VLAN819,saidvandeklundert_snmpv3_junos172.set,443
eval,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN831,saidvandeklundert_snmpv3_junos172.set,275
train,,unclear,0.99,set interfaces ae2 unit 0 family ethernet-switching vlan members VLAN844,saidvandeklundert_snmpv3_junos172.set,280
train,,unclear,0.99,"set [ find default-name=ether3 ] advertise=""10M-baseT-half,10M-baseT-full,100M-\",user_contrib_crs310_ros7.rsc,37
eval,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN821,saidvandeklundert_snmpv3_junos172.set,623
train,,unclear,0.99,set interfaces ae6 unit 0 family ethernet-switching vlan members VLAN829,saidvandeklundert_snmpv3_junos172.set,629
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN850,saidvandeklundert_snmpv3_junos172.set,551
eval,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN710,saidvandeklundert_snmpv3_junos172.set,515
train,,unclear,0.99,snmp-server community dummycommunity RW 2,batfish_cisco_snmp.txt,11
eval,,unclear,0.99,arp-timeout=30s icmp-errors-use-inbound-interface-address=no \,user_contrib_crs310_ros7.rsc,455
train,,unclear,0.99,set routing-instances INTERNET interface et-0/0/30.0,ksator_labmgmt_qfx10k2_junos173.set,350
train,,unclear,0.99,set interfaces ae1 unit 0 family ethernet-switching vlan members VLAN713,saidvandeklundert_snmpv3_junos172.set,162
eval,,unclear,0.99,set routing-instances ISP-2 interface ge-0/0/2.0,jnprautomate_mnha_vsrx_a_junos.set,588
train,,unclear,0.99,set interfaces ae5 unit 0 family ethernet-switching vlan members VLAN840,saidvandeklundert_snmpv3_junos172.set,545
